time,open,high,low,close
2024-01-02,23.1595011200,23.2883853300,22.8918185300,23.0603594200
2024-01-03,23.0504452500,23.6056387700,22.9413893800,23.1595011200
2024-01-04,23.1297586100,23.3478703500,23.0008744000,23.1991578000
2024-01-05,23.1495869500,23.2784711600,22.6241359400,22.7133634700
2024-01-08,22.9612177200,22.9711318900,22.3564533500,22.3663675200
2024-01-09,22.3267108400,22.7232776400,22.3167966700,22.4853375600
2024-01-10,22.3267108400,22.6836209600,22.0689424200,22.1085991000
2024-01-11,22.3068825000,22.6637926200,22.1779982900,22.6241359400
2024-01-12,22.5150800700,22.6637926200,22.1482557800,22.2077408000
2024-01-15,22.2077408000,22.4555950500,21.9103157000,22.1383416100
2024-01-16,22.1284274400,22.2077408000,21.5930622600,22.0292857400
2024-01-17,22.1879124600,22.1879124600,21.3947788600,21.4046930300
2024-01-18,21.3947788600,21.5732339200,20.6413019400,21.1865812900
2024-01-19,21.2460663100,21.4046930300,20.8891561900,20.9387270400
2024-01-22,21.1667529500,21.2064096300,19.3921165200,19.5408290700
2024-01-23,19.6399707700,19.6697132800,19.0550347400,19.2632323100
2024-01-24,19.2632323100,19.7985974900,18.8369230000,19.5903999200
2024-01-25,19.7886833200,20.4628468800,19.4416873700,20.4033618600
2024-01-26,20.4529327100,21.0874395900,20.3240485000,20.5025035600
2024-01-29,20.5223319000,20.9982120600,19.6498849400,19.6796274500
2024-01-30,19.6994557900,19.7391124700,18.8567513400,18.8864938500
2024-01-31,18.9162363600,18.9558930400,17.5183383900,17.6373084300
2024-02-01,17.5381667300,17.6670509400,16.8739173400,17.2506558000
2024-02-02,17.4092825200,17.7959351500,15.6445602600,16.1997537800
2024-02-05,16.1997537800,16.1997537800,13.5030995400,14.0682072300
2024-02-06,13.4535286900,15.1785942700,12.7496226200,14.3953748400
2024-02-07,14.6333149200,14.6531432600,12.8586784900,13.0569618900
2024-02-08,13.0767902300,15.0497100600,12.5711675600,14.8018558100
2024-02-19,15.3669635000,15.8626720000,14.8712550000,15.4661052000
2024-02-20,15.4165343500,16.4575222000,15.0695384000,16.1204404200
2024-02-21,15.7734444700,16.4971788800,15.6743027700,16.0906979100
2024-02-22,16.1402687600,16.8045181500,16.0609554000,16.5467497300
2024-02-23,16.5467497300,17.1812566100,16.3682946700,17.1415999300
2024-02-26,17.1217715900,18.1825877800,16.9334023600,17.7463643000
2024-02-27,17.6769651100,18.1131885900,17.4092825200,18.0933602500
2024-02-28,18.0537035700,18.7873521500,16.2096679500,16.2294962900
2024-02-29,15.7833586400,16.8441748300,15.7833586400,16.8045181500
2024-03-01,16.8441748300,17.1118574200,16.7053764500,17.0424582300
2024-03-04,17.1217715900,17.8653343400,17.1217715900,17.7661926400
2024-03-05,17.3696258400,17.5778234100,16.8739173400,16.9532307000
