time,open,high,low,close
2024-01-02,13.7494664000,13.9352700000,13.6751449600,13.7773369400
2024-01-03,13.7773369400,13.9817209000,13.7494664000,13.9259798200
2024-01-04,13.9352700000,13.9352700000,13.6101137000,13.6844351400
2024-01-05,13.6751449600,13.7587565800,13.4707610000,13.5636628000
2024-01-08,13.5357922600,13.6472744200,13.3871493800,13.5636628000
2024-01-09,13.5636628000,13.7215958600,13.3778592000,13.5172119000
2024-01-10,13.4893413600,13.6751449600,13.4336002800,13.5357922600
2024-01-11,13.3964395600,13.4800511800,13.1827654200,13.2385065000
2024-01-12,13.2292163200,13.5915333400,13.2199261400,13.4986315400
2024-01-15,13.4893413600,13.5450824400,13.3406984800,13.3871493800
2024-01-16,13.4243101000,13.5265020800,13.3221181200,13.4707610000
2024-01-17,13.4521806400,13.4521806400,13.2292163200,13.2292163200
2024-01-18,13.2106359600,13.2477966800,12.6346448000,13.1084439800
2024-01-19,13.1456047000,13.2663770400,13.0155421800,13.0991538000
2024-01-22,13.0991538000,13.1456047000,12.5417430000,12.6346448000
2024-01-23,12.6160644400,12.8390287600,12.4488412000,12.7647073200
2024-01-24,12.7739975000,12.9505109200,12.5881939000,12.8204484000
2024-01-25,12.8111582200,13.1641850600,12.7739975000,13.1548948800
2024-01-26,13.1456047000,13.2477966800,12.9505109200,12.9598011000
2024-01-29,12.9598011000,13.0527029000,12.7739975000,12.7739975000
2024-01-30,12.7554171400,12.8204484000,12.4488412000,12.4952921000
2024-01-31,12.4674215600,12.5417430000,12.1980063400,12.3931001200
2024-02-01,12.4023903000,12.6160644400,12.2909081400,12.4209706600
2024-02-02,12.4767117400,12.6160644400,11.9657518400,12.3187786800
2024-02-05,12.1980063400,12.4302608400,11.9285911200,12.2258768800
2024-02-06,12.2258768800,13.0248323600,12.2072965200,12.9505109200
2024-02-07,12.9598011000,13.1456047000,12.7368367800,12.9690912800
2024-02-08,12.8297385800,13.2385065000,12.8297385800,13.1084439800
2024-02-19,13.2013457800,13.4707610000,13.1456047000,13.4707610000
2024-02-20,13.4707610000,13.5636628000,13.3314083000,13.5450824400
2024-02-21,13.4986315400,13.7030155000,13.2756672200,13.4800511800
2024-02-22,13.5265020800,13.7959173000,13.4707610000,13.6844351400
2024-02-23,13.6937253200,13.8237878400,13.5079217200,13.7494664000
2024-02-26,13.7494664000,13.9631405400,13.7030155000,13.7866271200
2024-02-27,13.7866271200,14.2139754000,13.7030155000,14.1768146800
2024-02-28,14.1675245000,14.3068772000,13.9817209000,14.0003012600
2024-02-29,13.9445601800,14.2046852200,13.9073994600,14.1861048600
2024-03-01,14.2046852200,14.3904888200,14.1582343200,14.1768146800
2024-03-04,14.1768146800,14.3347477400,14.1210736000,14.1953950400
2024-03-05,14.1861048600,14.3533281000,14.0746227000,14.2790066600
2024-03-06,14.2790066600,14.3347477400,14.2139754000,14.2325557600
2024-03-07,14.2882968400,14.4369397200,14.2325557600,14.2790066600
2024-03-08,14.3626182800,14.5855826000,14.3161673800,14.4833906200
2024-03-11,14.5391317000,14.5391317000,13.9910110800,14.0467521600
2024-03-12,14.1675245000,14.2139754000,13.9817209000,14.1675245000
2024-03-13,14.2139754000,14.2139754000,13.9910110800,14.1675245000
2024-03-14,14.2975870200,14.4090691800,14.0003012600,14.1210736000
2024-03-15,14.1582343200,14.2882968400,13.9817209000,14.2325557600
2024-03-18,14.2232655800,14.3533281000,14.1582343200,14.3161673800
2024-03-19,14.2697164800,14.7528058400,14.2697164800,14.4926808000
2024-03-20,14.3904888200,14.7249353000,14.3904888200,14.7156451200
2024-03-21,14.7528058400,14.8085469200,14.4090691800,14.4926808000
2024-03-22,14.5855826000,14.8178371000,14.4926808000,14.6041629600
2024-03-25,14.6041629600,14.7899665600,14.4555200800,14.6227433200
2024-03-26,14.6320335000,14.6970647600,14.4926808000,14.5762924200
2024-03-27,14.6041629600,14.6227433200,14.3719084600,14.4090691800
2024-03-28,14.4090691800,14.6784844000,14.3440379200,14.5577120600
2024-03-29,14.5298415200,15.2358952000,14.5205513400,15.1894443000
2024-04-01,15.2173148400,16.0255605000,15.2173148400,15.6446631200
2024-04-02,15.6725336600,16.0162703200,15.5238907800,15.6911140200
2024-04-03,15.7096943800,15.8862078000,15.5331809600,15.7282747400
2024-04-08,15.6075024000,15.9140783400,15.5796318600,15.6818238400
2024-04-09,15.6075024000,15.7375649200,15.2916362800,15.4309889800
2024-04-10,15.4309889800,15.6818238400,15.3287970000,15.4774398800
2024-04-11,15.3752479000,15.7468551000,15.3566675400,15.6446631200
2024-04-12,15.6167925800,15.8118863600,15.5424711400,15.7004042000
2024-04-15,15.6353729400,16.0998819400,15.6075024000,15.9512390600
2024-04-16,15.8769176200,16.0534310400,15.6632434800,15.6911140200
2024-04-17,15.6539533000,15.8397569000,15.4031184400,15.7282747400
2024-04-18,15.6075024000,15.8490470800,14.9571898000,15.3566675400
2024-04-19,15.3380871800,15.8118863600,15.2916362800,15.7840158200
2024-04-22,15.7840158200,15.7933060000,15.4309889800,15.5703416800
2024-04-23,15.4774398800,15.6446631200,15.0779621400,15.3566675400
2024-04-24,15.3287970000,15.4960202400,15.1987344800,15.3380871800
2024-04-25,15.2916362800,15.4681497000,15.2637657400,15.3009264600
2024-04-26,14.9107389000,15.5796318600,14.9107389000,15.4867300600
2024-04-29,15.4774398800,15.5610515000,15.2730559200,15.3845380800
2024-04-30,15.3380871800,15.7561452800,15.3380871800,15.4124086200
2024-05-06,15.4681497000,15.8862078000,15.3287970000,15.8676274400
2024-05-07,15.7747256400,16.3042659000,15.7747256400,16.0627212200
2024-05-08,15.9791096000,16.3507168000,15.9791096000,16.0534310400
2024-05-09,16.1277524800,16.1277524800,15.7654354600,15.9512390600
2024-05-10,15.9605292400,16.1091721200,15.8397569000,15.8676274400
2024-05-13,15.8118863600,15.9605292400,15.5796318600,15.6632434800
2024-05-14,15.7004042000,15.7375649200,15.4588595200,15.5610515000
2024-05-15,15.4960202400,15.7468551000,15.3659577200,15.6075024000
2024-05-16,15.5982122200,15.7654354600,15.3845380800,15.5146006000
2024-05-17,15.5053104200,15.8211765400,15.5053104200,15.7840158200
2024-05-20,15.8397569000,16.0905917600,15.6446631200,15.7933060000
2024-05-21,15.7468551000,15.8025961800,15.3938282600,15.4495693400
2024-05-22,15.4774398800,15.6911140200,15.4681497000,15.5053104200
2024-05-23,15.4124086200,15.5146006000,15.2916362800,15.3380871800
2024-05-24,15.3380871800,15.5610515000,15.3009264600,15.4402791600
2024-05-27,15.4031184400,15.5703416800,15.3473773600,15.5053104200
2024-05-28,15.4495693400,15.7840158200,15.4495693400,15.6167925800
2024-05-29,15.6075024000,15.6353729400,15.3845380800,15.4495693400
