time,open,high,low,close
2024-01-02,11.5235410400,12.2539740000,10.8027190400,10.8603848000
2024-01-03,10.2837272000,10.6681656000,9.9185107200,10.1780066400
2024-01-04,10.2164504800,10.7450532800,9.9569545600,10.3413929600
2024-01-05,10.0818970400,10.1780066400,9.3418531200,9.4283517600
2024-01-08,9.4187408000,9.8416230400,9.3802969600,9.5532942400
2024-01-09,9.7070696000,9.8704559200,9.6013490400,9.7551244000
2024-01-10,9.6109600000,9.9473436000,9.4187408000,9.7647353600
2024-01-11,9.7839572800,9.9857874400,9.6878476800,9.8800668800
2024-01-12,9.8800668800,10.1395628000,9.6397928800,9.6686257600
2024-01-15,9.5917380800,9.9377326400,9.4860175200,9.8608449600
2024-01-16,9.8031792000,9.8512340000,9.4764065600,9.6397928800
2024-01-17,9.5340723200,9.5821271200,9.2553544800,9.2553544800
2024-01-18,9.1592448800,9.3130202400,8.8420832000,9.1208010400
2024-01-19,9.1111900800,9.3034092800,8.9670256800,9.1208010400
2024-01-22,8.9670256800,9.1208010400,8.2654256000,8.3134804000
2024-01-23,8.2846475200,8.4288119200,8.1116502400,8.3903680800
2024-01-24,8.3807571200,8.5729763200,8.1885379200,8.4864776800
2024-01-25,8.6114201600,8.7363626400,8.4768667200,8.7171407200
2024-01-26,8.6594749600,8.8324722400,8.6114201600,8.7171407200
2024-01-29,8.7267516800,8.7940284000,8.3615352000,8.4192009600
2024-01-30,8.4480338400,8.5153105600,8.1693160000,8.1885379200
2024-01-31,8.1404831200,8.1885379200,7.6503241600,7.6503241600
2024-02-01,7.6118803200,7.6695460800,7.2658857600,7.4965488000
2024-02-02,7.4773268800,7.6503241600,6.9198912000,7.2274419200
2024-02-05,7.0928884800,7.1024994400,6.5066199200,6.5066199200
2024-02-06,6.2471240000,6.7949487200,5.9011294400,6.5546747200
2024-02-07,6.6027295200,6.7853377600,6.3624555200,6.4489541600
2024-02-08,6.6315624000,7.0448336800,6.4585651200,7.0256117600
2024-02-19,7.1121104000,7.4965488000,7.0832775200,7.4292720800
2024-02-20,7.3908282400,7.6407132000,7.2274419200,7.5926584000
2024-02-21,7.5638255200,7.9002091200,7.4677159200,7.6214912800
2024-02-22,7.6022693600,7.7848776000,7.5253816800,7.7272118400
2024-02-23,7.7368228000,8.0251516000,7.6887680000,8.0155406400
2024-02-26,7.9770968000,8.1885379200,7.9386529600,8.0635954400
2024-02-27,7.9867077600,8.2173708000,7.9770968000,8.2173708000
2024-02-28,8.2173708000,8.4576448000,7.6695460800,7.6791570400
2024-02-29,7.6791570400,8.4480338400,7.6118803200,8.4480338400
2024-03-01,8.8036393600,8.8613051200,8.3807571200,8.4960886400
2024-03-04,8.4864776800,8.5633653600,8.0924283200,8.3615352000
2024-03-05,8.2077598400,8.3519242400,8.1693160000,8.1789269600
2024-03-06,8.1500940800,8.4288119200,8.1212612000,8.3134804000
2024-03-07,8.3615352000,8.5056996000,8.2365927200,8.3327023200
