time,open,high,low,close
2024-01-02,24.5360052000,24.5360052000,23.5331446700,23.5818272200
2024-01-03,23.4844621200,23.8544495000,23.2994684300,23.7084018500
2024-01-04,23.7570844000,23.8057669500,22.8321159500,23.0365826600
2024-01-05,23.0365826600,23.5623542000,22.1992428000,22.3355539400
2024-01-08,21.9168840100,22.6373857500,21.5955791800,21.7318903200
2024-01-09,21.8682014600,22.5887032000,21.2450648200,21.9460935400
2024-01-10,21.7416268300,23.0171096400,21.4982140800,22.3258174300
2024-01-11,22.2966079000,24.1660178200,22.1018777000,23.5623542000
2024-01-12,23.3384144700,24.1952273500,23.2702589000,23.5526176900
2024-01-15,23.3773605100,23.5623542000,22.8029064200,22.8905350100
2024-01-16,22.8807985000,23.6986653400,22.7152778300,23.3773605100
2024-01-17,23.3092049400,23.3286779600,22.5497571600,22.5594936700
2024-01-18,22.2966079000,23.1728938000,22.1505602500,23.1144747400
2024-01-19,22.9586905800,24.0004971500,22.8321159500,22.9197445400
2024-01-22,22.4913381000,22.5887032000,21.3326934100,21.4884775700
2024-01-23,21.3619029400,22.0239856200,20.8945504600,21.4397950200
2024-01-24,21.4884775700,21.6345252200,20.0864201300,20.9334965000
2024-01-25,20.7192932800,21.1671727400,20.2714138200,21.0795441500
2024-01-26,20.8848139500,21.3424299200,20.5440361000,20.6121916700
2024-01-29,20.5537726100,20.6121916700,19.1711881900,19.2393437600
2024-01-30,19.1127691300,19.5509120800,18.5967341000,18.6259436300
2024-01-31,18.4896324900,19.2782898000,18.1878006800,18.1878006800
2024-02-01,18.0904355800,18.3046388000,17.6036100800,17.8275498100
2024-02-02,17.8275498100,17.9638609500,16.3573368000,17.0778385400
2024-02-05,16.9610004200,17.0778385400,15.6465715700,16.1918161300
2024-02-06,16.0652415000,17.3504608200,15.9678764000,17.2141496800
2024-02-07,17.3309878000,17.7399212200,16.9512639100,17.2823052500
2024-02-08,17.5257180000,17.9833339700,17.2336227000,17.9443879300
2024-02-19,18.0320165200,18.0709625600,17.6230831000,17.9638609500
2024-02-20,17.8470228300,18.0417530300,17.5646640400,17.9151784000
2024-02-21,17.7009751800,18.8012008100,17.6425561200,18.3143753100
2024-02-22,18.2072737000,18.6454166500,18.1391181300,18.5285785300
2024-02-23,18.6162071200,18.8498833600,18.4701594700,18.7817277900
2024-02-26,18.6843626900,19.3074993300,18.6064706100,18.9861945000
2024-02-27,18.9667214800,19.2198707400,18.7525182600,19.2198707400
2024-02-28,19.3756549000,20.7387663000,18.8985659100,18.9667214800
2024-02-29,18.7719912800,20.1545757000,18.7135722200,20.0961566400
