time,open,high,low,close
2024-01-02,12.8762184900,13.1912038200,12.7998584100,13.0384836600
2024-01-03,12.8380384500,12.9430335600,12.7044083100,12.8762184900
2024-01-04,12.8762184900,12.9239435400,12.7044083100,12.8380384500
2024-01-05,12.8284934400,12.9048535200,12.3703329600,12.4276030200
2024-01-08,12.4180580100,12.4753280700,12.1698877500,12.1794327600
2024-01-09,12.2080677900,12.4753280700,12.1507977300,12.2367028200
2024-01-10,12.4085130000,12.4085130000,11.9503525200,12.0267126000
2024-01-11,11.9694425400,12.3416979300,11.9026274700,12.2462478300
2024-01-12,12.2080677900,12.4276030200,12.1985227800,12.2367028200
2024-01-15,12.2462478300,12.2462478300,11.9789875500,12.1698877500
2024-01-16,12.1698877500,12.2462478300,11.8930824600,12.1030726800
2024-01-17,12.1030726800,12.1317077100,11.7212722800,11.7403623000
2024-01-18,11.5971871500,11.7308172900,10.8908564100,11.2153867500
2024-01-19,11.3203818600,11.3490168900,10.9672164900,11.0053965300
2024-01-22,10.8908564100,10.9672164900,10.0986205800,10.2227057100
2024-01-23,10.2799757700,10.3277008200,9.9077203800,10.0031704800
2024-01-24,10.0318055100,10.2322507200,9.5736450300,10.0127154900
2024-01-25,10.0127154900,10.4995110000,9.8886303600,10.4517859500
2024-01-26,10.4231509200,10.6426861500,10.3849708800,10.4422409400
2024-01-29,10.4995110000,10.6999562100,9.8981753700,9.9554454300
2024-01-30,9.8981753700,10.0699855500,9.6690951300,9.6786401400
2024-01-31,9.7836352500,9.8122702800,9.1632096000,9.2109346500
2024-02-01,9.2300246700,9.2300246700,8.7145941300,8.9818544100
2024-02-02,9.1727546100,9.2300246700,8.0273534100,8.4282438300
2024-02-05,8.3996088000,8.3996088000,7.2732976200,7.7123680800
2024-02-06,7.7314581000,8.1132585000,7.0442173800,7.8555432300
2024-02-07,7.9509933300,8.4759688800,7.5882829500,7.9128132900
2024-02-08,8.0750784600,8.9436743700,7.8841782600,8.9436743700
2024-02-19,8.9436743700,9.3541098000,8.7145941300,9.0582144900
2024-02-20,9.0486694800,9.3254747700,8.8386792600,9.2777497200
2024-02-21,9.1632096000,10.0222605000,8.9532193800,9.8504503200
2024-02-22,9.5927350500,10.1368006200,9.5736450300,10.1272556100
2024-02-23,9.9840804600,10.6331411400,9.7645452300,10.3658808600
